PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male
686,0,2,25.0,1,2,41.5792,True
687,0,3,14.0,4,1,39.6875,True
688,0,3,19.0,0,0,10.1708,True
689,0,3,18.0,0,0,7.7958,True
690,1,1,15.0,0,1,211.3375,False
691,1,1,31.0,1,0,57.0,True
692,1,3,4.0,0,1,13.4167,False
693,1,3,28.0,0,0,56.4958,True
694,0,3,25.0,0,0,7.225,True
695,0,1,60.0,0,0,26.55,True
696,0,2,52.0,0,0,13.5,True
697,0,3,44.0,0,0,8.05,True
698,1,3,28.0,0,0,7.7333,False
699,0,1,49.0,1,1,110.8833,True
700,0,3,42.0,0,0,7.65,True
701,1,1,18.0,1,0,227.525,False
702,1,1,35.0,0,0,26.2875,True
703,0,3,18.0,0,1,14.4542,False
704,0,3,25.0,0,0,7.7417,True
705,0,3,26.0,1,0,7.8542,True
706,0,2,39.0,0,0,26.0,True
707,1,2,45.0,0,0,13.5,False
708,1,1,42.0,0,0,26.2875,True
709,1,1,22.0,0,0,151.55,False
710,1,3,28.0,1,1,15.2458,True
711,1,1,24.0,0,0,49.5042,False
712,0,1,28.0,0,0,26.55,True
713,1,1,48.0,1,0,52.0,True
714,0,3,29.0,0,0,9.4833,True
715,0,2,52.0,0,0,13.0,True
716,0,3,19.0,0,0,7.65,True
717,1,1,38.0,0,0,227.525,False
718,1,2,27.0,0,0,10.5,False
719,0,3,28.0,0,0,15.5,True
720,0,3,33.0,0,0,7.775,True
721,1,2,6.0,0,1,33.0,False
722,0,3,17.0,1,0,7.0542,True
723,0,2,34.0,0,0,13.0,True
724,0,2,50.0,0,0,13.0,True
725,1,1,27.0,1,0,53.1,True
726,0,3,20.0,0,0,8.6625,True
727,1,2,30.0,3,0,21.0,False
728,1,3,28.0,0,0,7.7375,False
729,0,2,25.0,1,0,26.0,True
730,0,3,25.0,1,0,7.925,False
731,1,1,29.0,0,0,211.3375,False
732,0,3,11.0,0,0,18.7875,True
733,0,2,28.0,0,0,0.0,True
734,0,2,23.0,0,0,13.0,True
735,0,2,23.0,0,0,13.0,True
736,0,3,28.5,0,0,16.1,True
737,0,3,48.0,1,3,34.375,False
738,1,1,35.0,0,0,512.3292,True
739,0,3,28.0,0,0,7.8958,True
740,0,3,28.0,0,0,7.8958,True
741,1,1,28.0,0,0,30.0,True
742,0,1,36.0,1,0,78.85,True
743,1,1,21.0,2,2,262.375,False
744,0,3,24.0,1,0,16.1,True
745,1,3,31.0,0,0,7.925,True
746,0,1,70.0,1,1,71.0,True
747,0,3,16.0,1,1,20.25,True
748,1,2,30.0,0,0,13.0,False
749,0,1,19.0,1,0,53.1,True
750,0,3,31.0,0,0,7.75,True
751,1,2,4.0,1,1,23.0,False
752,1,3,6.0,0,1,12.475,True
753,0,3,33.0,0,0,9.5,True
754,0,3,23.0,0,0,7.8958,True
755,1,2,48.0,1,2,65.0,False
756,1,2,0.67,1,1,14.5,True
757,0,3,28.0,0,0,7.7958,True
758,0,2,18.0,0,0,11.5,True
759,0,3,34.0,0,0,8.05,True
760,1,1,33.0,0,0,86.5,False
761,0,3,28.0,0,0,14.5,True
762,0,3,41.0,0,0,7.125,True
763,1,3,20.0,0,0,7.2292,True
764,1,1,36.0,1,2,120.0,False
765,0,3,16.0,0,0,7.775,True
766,1,1,51.0,1,0,77.9583,False
767,0,1,28.0,0,0,39.6,True
768,0,3,30.5,0,0,7.75,False
769,0,3,28.0,1,0,24.15,True
770,0,3,32.0,0,0,8.3625,True
771,0,3,24.0,0,0,9.5,True
772,0,3,48.0,0,0,7.8542,True
773,0,2,57.0,0,0,10.5,False
774,0,3,28.0,0,0,7.225,True
775,1,2,54.0,1,3,23.0,False
776,0,3,18.0,0,0,7.75,True
777,0,3,28.0,0,0,7.75,True
778,1,3,5.0,0,0,12.475,False
779,0,3,28.0,0,0,7.7375,True
780,1,1,43.0,0,1,211.3375,False
781,1,3,13.0,0,0,7.2292,False
782,1,1,17.0,1,0,57.0,False
783,0,1,29.0,0,0,30.0,True
784,0,3,28.0,1,2,23.45,True
785,0,3,25.0,0,0,7.05,True
786,0,3,25.0,0,0,7.25,True
787,1,3,18.0,0,0,7.4958,False
788,0,3,8.0,4,1,29.125,True
789,1,3,1.0,1,2,20.575,True
790,0,1,46.0,0,0,79.2,True
791,0,3,28.0,0,0,7.75,True
792,0,2,16.0,0,0,26.0,True
793,0,3,28.0,8,2,69.55,False
794,0,1,28.0,0,0,30.6958,True
795,0,3,25.0,0,0,7.8958,True
796,0,2,39.0,0,0,13.0,True
797,1,1,49.0,0,0,25.9292,False
798,1,3,31.0,0,0,8.6833,False
799,0,3,30.0,0,0,7.2292,True
800,0,3,30.0,1,1,24.15,False
801,0,2,34.0,0,0,13.0,True
802,1,2,31.0,1,1,26.25,False
803,1,1,11.0,1,2,120.0,True
804,1,3,0.42,0,1,8.5167,True
805,1,3,27.0,0,0,6.975,True
806,0,3,31.0,0,0,7.775,True
807,0,1,39.0,0,0,0.0,True
808,0,3,18.0,0,0,7.775,False
809,0,2,39.0,0,0,13.0,True
810,1,1,33.0,1,0,53.1,False
811,0,3,26.0,0,0,7.8875,True
812,0,3,39.0,0,0,24.15,True
813,0,2,35.0,0,0,10.5,True
814,0,3,6.0,4,2,31.275,False
815,0,3,30.5,0,0,8.05,True
816,0,1,28.0,0,0,0.0,True
817,0,3,23.0,0,0,7.925,False
818,0,2,31.0,1,1,37.0042,True
819,0,3,43.0,0,0,6.45,True
820,0,3,10.0,3,2,27.9,True
821,1,1,52.0,1,1,93.5,False
822,1,3,27.0,0,0,8.6625,True
823,0,1,38.0,0,0,0.0,True
824,1,3,27.0,0,1,12.475,False
825,0,3,2.0,4,1,39.6875,True
826,0,3,28.0,0,0,6.95,True
827,0,3,28.0,0,0,56.4958,True
828,1,2,1.0,0,2,37.0042,True
829,1,3,28.0,0,0,7.75,True
830,1,1,62.0,0,0,80.0,False
831,1,3,15.0,1,0,14.4542,False
832,1,2,0.83,1,1,18.75,True
833,0,3,28.0,0,0,7.2292,True
834,0,3,23.0,0,0,7.8542,True
835,0,3,18.0,0,0,8.3,True
836,1,1,39.0,1,1,83.1583,False
837,0,3,21.0,0,0,8.6625,True
838,0,3,28.0,0,0,8.05,True
839,1,3,32.0,0,0,56.4958,True
840,1,1,28.0,0,0,29.7,True
841,0,3,20.0,0,0,7.925,True
842,0,2,16.0,0,0,10.5,True
843,1,1,30.0,0,0,31.0,False
844,0,3,34.5,0,0,6.4375,True
845,0,3,17.0,0,0,8.6625,True
846,0,3,42.0,0,0,7.55,True
847,0,3,28.0,8,2,69.55,True
848,0,3,35.0,0,0,7.8958,True
849,0,2,28.0,0,1,33.0,True
850,1,1,28.0,1,0,89.1042,False
851,0,3,4.0,4,2,31.275,True
852,0,3,74.0,0,0,7.775,True
853,0,3,9.0,1,1,15.2458,False
854,1,1,16.0,0,1,39.4,False
855,0,2,44.0,1,0,26.0,False
856,1,3,18.0,0,1,9.35,False
857,1,1,45.0,1,1,164.8667,False
858,1,1,51.0,0,0,26.55,True
859,1,3,24.0,0,3,19.2583,False
860,0,3,28.0,0,0,7.2292,True
861,0,3,41.0,2,0,14.1083,True
862,0,2,21.0,1,0,11.5,True
863,1,1,48.0,0,0,25.9292,False
864,0,3,28.0,8,2,69.55,False
865,0,2,24.0,0,0,13.0,True
866,1,2,42.0,0,0,13.0,False
867,1,2,27.0,1,0,13.8583,False
868,0,1,31.0,0,0,50.4958,True
869,0,3,28.0,0,0,9.5,True
870,1,3,4.0,1,1,11.1333,True
871,0,3,26.0,0,0,7.8958,True
872,1,1,47.0,1,1,52.5542,False
873,0,1,33.0,0,0,5.0,True
874,0,3,47.0,0,0,9.0,True
875,1,2,28.0,1,0,24.0,False
876,1,3,15.0,0,0,7.225,False
877,0,3,20.0,0,0,9.8458,True
878,0,3,19.0,0,0,7.8958,True
879,0,3,28.0,0,0,7.8958,True
880,1,1,56.0,0,1,83.1583,False
881,1,2,25.0,0,1,26.0,False
882,0,3,33.0,0,0,7.8958,True
883,0,3,22.0,0,0,10.5167,False
884,0,2,28.0,0,0,10.5,True
885,0,3,25.0,0,0,7.05,True
886,0,3,39.0,0,5,29.125,False
887,0,2,27.0,0,0,13.0,True
888,1,1,19.0,0,0,30.0,False
889,0,3,28.0,1,2,23.45,False
890,1,1,26.0,0,0,30.0,True
891,0,3,32.0,0,0,7.75,True
